～倍<div class="hint">～times; ～fold</div>,～ばい,～times; ～fold,<ruby>高<rt>たか</rt></ruby>い <ruby>車<rt>くるま</rt></ruby>が <ruby>安<rt>やす</rt></ruby>い <ruby>車<rt>くるま</rt></ruby>の10 <ruby>倍<rt>ばい</rt></ruby>です。,An expensive car is 10X a cheap car.
通う<div class="hint">to go to (school; work; etc.); to commute</div>,かよう,to go to (school; work; etc.); to commute,<ruby>毎日<rt>まいにち</rt></ruby> <ruby>電車<rt>でんしゃ</rt></ruby>で <ruby>学校<rt>がっこう</rt></ruby>に <ruby>通<rt>かよ</rt></ruby>っています。,I commute to school everyday by train.
通り<div class="hint">street; road</div>,とおり,street; road,<ruby>危<rt>あぶ</rt></ruby>ないので、 <ruby>大<rt>おお</rt></ruby>きい <ruby>通<rt>とお</rt></ruby>りで <ruby>遊<rt>あそ</rt></ruby>ばないで。,Don't play in the big street because it is dangerous.
通る<div class="hint">to pass by; to go through</div>,とおる,to pass by; to go through,あの <ruby>道<rt>みち</rt></ruby>がいつも <ruby>混<rt>こ</rt></ruby>んでいるので、 <ruby>朝<rt>あさ</rt></ruby> <ruby>通<rt>とお</rt></ruby>らないようにしています。,That street is always crowded; so I make a point of not going through it in the morning.
連れる<div class="hint">to bring along; to go with; to accompany</div>,つれる,to bring along; to go with; to accompany,<ruby>明日<rt>あした</rt></ruby>ジョンを <ruby>映画<rt>えいが</rt></ruby>に <ruby>連<rt>つ</rt></ruby>れていく。,I will accompany John to the move tomorrow.
連絡<div class="hint">to contact; to get in touch</div>,れんらく,to contact; to get in touch,<ruby>空港<rt>くうこう</rt></ruby>に <ruby>着<rt>つ</rt></ruby>いたらすぐに <ruby>連絡<rt>れんらく</rt></ruby>します。,I'll contact you  as soon as I am at the airport.
進む<div class="hint">to advance; to proceed</div>,すすむ,to advance; to proceed,ドアを <ruby>閉<rt>し</rt></ruby>められるように、もう <ruby>少<rt>すこ</rt></ruby>し <ruby>前<rt>まえ</rt></ruby>に <ruby>進<rt>すす</rt></ruby>んでもらえますか？,Could you move forward so we can close the door?
遅れる<div class="hint">to be late</div>,おくれる,to be late,<ruby>遅<rt>おく</rt></ruby>れてすみません。 <ruby>今日<rt>きょう</rt></ruby> <ruby>寝坊<rt>ねぼう</rt></ruby>してしまいました。,Sorry I am late.  I overslept today.
遊び<div class="hint">playing</div>,あそび,playing,<ruby>遊<rt>あそ</rt></ruby>びではなくて <ruby>仕事<rt>しごと</rt></ruby>だから <ruby>真面目<rt>まじめ</rt></ruby>にやってください。,Please do it seriously because it is work; not play.
運ぶ<div class="hint">to carry</div>,はこぶ,to carry,<ruby>主人<rt>しゅじん</rt></ruby>に <ruby>重<rt>おも</rt></ruby>い <ruby>箱<rt>はこ</rt></ruby>を <ruby>台所<rt>だいどころ</rt></ruby>まで <ruby>運<rt>はこ</rt></ruby>んでもらいました。,I had my husband carry the heavy box to the kitchen.
運動<div class="hint">exercise; physical training</div>,うんどう,exercise; physical training,ジョンは <ruby>運動<rt>うんどう</rt></ruby>しているので <ruby>力<rt>ちから</rt></ruby>があります。,Jon exercises so he has strength.
運転<div class="hint">operation (of a machine; etc.); driving</div>,うんてん,operation (of a machine; etc.); driving,スマホを <ruby>使<rt>つか</rt></ruby>いながら <ruby>車<rt>くるま</rt></ruby>を <ruby>運転<rt>うんてん</rt></ruby>するのはすごく <ruby>危<rt>あぶ</rt></ruby>ないです。,Driving while using a smartphone is very dangerous.
運転手<div class="hint">driver; chauffeur</div>,うんてんしゅ,driver; chauffeur,バスの <ruby>運転<rt>うんてん</rt></ruby> <ruby>手<rt>しゅ</rt></ruby>,bus driver
過ぎる<div class="hint">to pass by | to be too ～</div>,すぎる,to pass by | to be too ～,ネットフィリックスを <ruby>見<rt>み</rt></ruby>たら <ruby>時間<rt>じかん</rt></ruby>がドンドン <ruby>過<rt>す</rt></ruby>ぎる。,Time passes rapidly when watching Netflix.
道具<div class="hint">tool; apparatus; device</div>,どうぐ,tool; apparatus; device,この <ruby>家具<rt>かぐ</rt></ruby>を <ruby>組<rt>く</rt></ruby>み <ruby>立<rt>た</rt></ruby>てるにはドライバーという <ruby>道具<rt>どうぐ</rt></ruby>が <ruby>必要<rt>ひつよう</rt></ruby>です。,A tool called a screwdriver is necessary for putting together this furniture.
遠く<div class="hint">far away; distant</div>,とおく,far away; distant,<ruby>危<rt>あぶ</rt></ruby>ないから <ruby>遠<rt>とお</rt></ruby>く <ruby>行<rt>い</rt></ruby>かないでね。,Don't go far because it's dangerous.
遠慮<div class="hint">holding back (out of politeness)</div>,えんりょ,holding back (out of politeness),<ruby>遠慮<rt>えんりょ</rt></ruby>しないでいっぱい <ruby>食<rt>た</rt></ruby>べてください。,Please do not hold back and eat a lot.
適当<div class="hint">suitable; appropriate</div>,てきとう,suitable; appropriate,<ruby>適当<rt>てきとう</rt></ruby>な <ruby>答<rt>こた</rt></ruby>えを <ruby>選<rt>えら</rt></ruby>び、 <ruby>空欄<rt>くうらん</rt></ruby>に <ruby>書<rt>か</rt></ruby>きなさい。,Please choose a suitable answer and write it in the blank space.
選ぶ<div class="hint">to choose</div>,えらぶ,to choose,<ruby>正<rt>ただ</rt></ruby>しい <ruby>答<rt>こた</rt></ruby>えを <ruby>選<rt>えら</rt></ruby>んでください。,Choose the correct answer.
郊外<div class="hint">suburb; outskirts</div>,こうがい,suburb; outskirts,<ruby>彼<rt>かれ</rt></ruby>はロンドンの <ruby>郊外<rt>こうがい</rt></ruby>に <ruby>住<rt>す</rt></ruby>んでいる。,He lives in the suburbs of London.
部長<div class="hint">head of a department; team; or section</div>,ぶちょう,head of a department; team; or section,<ruby>彼<rt>かれ</rt></ruby>は <ruby>営業<rt>えいぎょう</rt></ruby> <ruby>部<rt>ぶ</rt></ruby>の <ruby>部長<rt>ぶちょう</rt></ruby>です。,He is the manager of the sales department.
都<div class="hint">metropolis; city</div>,と,metropolis; city,<ruby>都内<rt>とない</rt></ruby>の <ruby>物価<rt>ぶっか</rt></ruby>が <ruby>高<rt>たか</rt></ruby>い。,Prices in the city are high.
都合<div class="hint">circumstances; condition | arrangement</div>,つごう,circumstances; condition | arrangement,<ruby>都合<rt>つごう</rt></ruby>が <ruby>良<rt>よ</rt></ruby>ければ <ruby>私<rt>わたし</rt></ruby>のライブを <ruby>見<rt>み</rt></ruby>に <ruby>来<rt>き</rt></ruby>てね。,Come to see my live if circumstances permit.
金持ち<div class="hint">rich person</div>,かねもち,rich person,お <ruby>金持<rt>かねも</rt></ruby>ちになりたい。,I want to become a rich person.
釣る<div class="hint">to fish; to catch</div>,つる,to fish; to catch,<ruby>彼<rt>かれ</rt></ruby>は <ruby>魚<rt>さかな</rt></ruby>を３ <ruby>匹<rt>びき</rt></ruby> <ruby>釣<rt>つ</rt></ruby>った。,He caught three fish.
鏡<div class="hint">mirror</div>,かがみ,mirror,<ruby>鏡<rt>かがみ</rt></ruby>を <ruby>使<rt>つか</rt></ruby>いたいんですけど、お <ruby>手洗<rt>てあら</rt></ruby>いはどこですか？,I want to use a mirror; where is the restroom?
開く（ひらく）<div class="hint">to open</div>,ひらく,to open,<ruby>日本<rt>にほん</rt></ruby>に <ruby>来<rt>き</rt></ruby>てから <ruby>銀行<rt>ぎんこう</rt></ruby> <ruby>口座<rt>こうざ</rt></ruby>を <ruby>開<rt>ひら</rt></ruby>きました。,I opened a bank account after coming to Japan.
間<div class="hint">space (between); time (between); span</div>,あいだ,space (between); time (between); span,テストに <ruby>着<rt>つ</rt></ruby>いてから <ruby>待<rt>ま</rt></ruby>っている <ruby>間<rt>あいだ</rt></ruby> <ruby>漢字<rt>かんじ</rt></ruby>を <ruby>復習<rt>ふくしゅう</rt></ruby>します。,I will review kanji during the time I wait after arriving at the test.
間に合う<div class="hint">to be in time for</div>,まにあう,to be in time for,<ruby>夕食<rt>ゆうしょく</rt></ruby>に <ruby>間<rt>ま</rt></ruby>に <ruby>合<rt>あ</rt></ruby>わなかったから <ruby>母<rt>はは</rt></ruby>が <ruby>怒<rt>おこ</rt></ruby>りました。,My mother became angry because I was not in time for dinner.
間違える<div class="hint">to make a mistake</div>,まちがえる,to make a mistake,この <ruby>漢字<rt>かんじ</rt></ruby>は <ruby>間違<rt>まちが</rt></ruby>えやすいし、 <ruby>覚<rt>おぼ</rt></ruby>えにくいです。,It is easy to make a mistake on this kanji and difficult to remember.
関係<div class="hint">relationship; connection</div>,かんけい,relationship; connection,<ruby>私<rt>わたし</rt></ruby>はもうあの <ruby>会社<rt>かいしゃ</rt></ruby>と <ruby>関係<rt>かんけい</rt></ruby>がないので、 <ruby>行<rt>い</rt></ruby>くことはありません。,I no longer have a connection to that company so I will not go there.
降り出す<div class="hint">to start to rain (snow; etc.)</div>,ふりだす,to start to rain (snow; etc.),<ruby>雨<rt>あめ</rt></ruby>が <ruby>降<rt>ふ</rt></ruby>り <ruby>出<rt>だ</rt></ruby>した。,It began to rain.
隅<div class="hint">corner</div>,すみ,corner,<ruby>一所懸命<rt>いっしょけんめい</rt></ruby>に <ruby>探<rt>さが</rt></ruby>したんですけど、 <ruby>鍵<rt>かぎ</rt></ruby>は <ruby>結局<rt>けっきょく</rt></ruby> <ruby>隅<rt>すみ</rt></ruby>にありました。,I searched very hard for the keys; but they were in the corner.
集まる<div class="hint">to gather</div>,あつまる,to gather,<ruby>秋<rt>あき</rt></ruby>に <ruby>葉<rt>は</rt></ruby>は <ruby>木<rt>こ</rt></ruby>の <ruby>下<rt>した</rt></ruby>に <ruby>集<rt>あつ</rt></ruby>まる。,Leaves gather under the tree in fall.
集める<div class="hint">to collect; to assemble; to gather</div>,あつめる,to collect; to assemble; to gather,1000 <ruby>万<rt>まん</rt></ruby> <ruby>円<rt>えん</rt></ruby> <ruby>以上<rt>いじょう</rt></ruby> <ruby>集<rt>あつ</rt></ruby>めないと <ruby>会社<rt>かいしゃ</rt></ruby>が <ruby>作<rt>つく</rt></ruby>れない。,We can't create the company if we don't gather at least 10M yen.
雲<div class="hint">cloud</div>,くも,cloud,<ruby>雲<rt>くも</rt></ruby>が <ruby>多<rt>おお</rt></ruby>くて、もうすぐ <ruby>降<rt>お</rt></ruby>りそうです。,There are many clouds so it looks like it will rain soon.
電灯<div class="hint">electric light</div>,でんとう,electric light,<ruby>出<rt>で</rt></ruby>かける <ruby>前<rt>まえ</rt></ruby>には <ruby>必<rt>かなら</rt></ruby>ず <ruby>電灯<rt>でんとう</rt></ruby>を <ruby>消<rt>け</rt></ruby>すようにしなさい。,Make sure that you turn the lights off before you leave.
非常に<div class="hint">very; extremely</div>,ひじょうに,very; extremely,<ruby>駅<rt>えき</rt></ruby>が <ruby>非常<rt>ひじょう</rt></ruby>に <ruby>混<rt>こ</rt></ruby>んでいたので、 <ruby>電車<rt>でんしゃ</rt></ruby>に <ruby>乗<rt>の</rt></ruby>るまで <ruby>時間<rt>じかん</rt></ruby>がかかりました。,The station was very crowded; so it took time to get on the train.
音<div class="hint">sound; noise</div>,おと,sound; noise,<ruby>勉強<rt>べんきょう</rt></ruby>したいからテレビの <ruby>音<rt>おと</rt></ruby>を <ruby>小<rt>ちい</rt></ruby>さくしてくれませんか。,Will you please turn down the TV because I want to study?
頂く<div class="hint">(hum) to receive</div>,いただく,(hum) to receive,<ruby>先生<rt>せんせい</rt></ruby>にこの <ruby>教科書<rt>きょうかしょ</rt></ruby>を <ruby>頂<rt>いただ</rt></ruby>きました。,I received this textbook from the teacher.
頑張る<div class="hint">to persevere; to persist</div>,がんばる,to persevere; to persist,もっと <ruby>頑張<rt>がんば</rt></ruby>って <ruby>日本語<rt>にほんご</rt></ruby>を <ruby>勉強<rt>べんきょう</rt></ruby>しないと <ruby>上手<rt>じょうず</rt></ruby>にならない。,I won't become good if I don't persevere and study Japanese harder.
飛行場<div class="hint">airfield</div>,ひこうじょう,airfield,<ruby>本当<rt>ほんとう</rt></ruby>のお <ruby>金持<rt>かねも</rt></ruby>ちならプライベート <ruby>飛行場<rt>ひこうじょう</rt></ruby>を <ruby>持<rt>も</rt></ruby>ちます。,If you are really rich; you have your own private airfield.
食事<div class="hint">meal; to eat (a meal)</div>,しょくじ,meal; to eat (a meal),<ruby>食事<rt>しょくじ</rt></ruby>してから <ruby>出<rt>で</rt></ruby>かけましょう。,Let's go out after eating.
食料品<div class="hint">foodstuff; groceries</div>,しょくりょうひん,foodstuff; groceries,あの <ruby>店<rt>みせ</rt></ruby>は <ruby>食料<rt>しょくりょう</rt></ruby> <ruby>品<rt>ひん</rt></ruby>も <ruby>電気<rt>でんき</rt></ruby> <ruby>製品<rt>せいひん</rt></ruby>も <ruby>売<rt>う</rt></ruby>っています。,That store sells both foodstuffs and electronics.
飾る<div class="hint">to decorate; to adorn</div>,かざる,to decorate; to adorn,<ruby>明日<rt>あした</rt></ruby>はパーティだからこの <ruby>部屋<rt>へや</rt></ruby>を <ruby>花<rt>はな</rt></ruby>で <ruby>飾<rt>かざ</rt></ruby>りましょう。,Tomorrow is the party; so let's decorate this room with flowers.
首<div class="hint">neck</div>,くび,neck,<ruby>首<rt>くび</rt></ruby>が <ruby>固<rt>かた</rt></ruby>くなると <ruby>頭<rt>あたま</rt></ruby>は <ruby>痛<rt>いた</rt></ruby>くなることが <ruby>多<rt>おお</rt></ruby>い。,My head often becomes sore when my neck becomes stiff.
駐車場<div class="hint">parking lot</div>,ちゅうしゃじょう,parking lot,<ruby>駐車場<rt>ちゅうしゃじょう</rt></ruby>に <ruby>車<rt>くるま</rt></ruby>を <ruby>止<rt>と</rt></ruby>める,to park the car in the parking lot
騒ぐ<div class="hint">to be noisy; to make a fuss</div>,さわぐ,to be noisy; to make a fuss,<ruby>隣<rt>となり</rt></ruby>の <ruby>部屋<rt>へや</rt></ruby>の <ruby>音<rt>おと</rt></ruby>が <ruby>聞<rt>き</rt></ruby>こえるので、 <ruby>騒<rt>さわ</rt></ruby>がないでください。,You can hear sound from the next room; so don't be noisy.
驚く<div class="hint">to be surprised</div>,おどろく,to be surprised,<ruby>大<rt>おお</rt></ruby>きい <ruby>音<rt>おと</rt></ruby>が <ruby>急<rt>きゅう</rt></ruby>に <ruby>出<rt>で</rt></ruby>て、 <ruby>驚<rt>おどろ</rt></ruby>きました。,There was a large sudden sound that surprised me.
高校<div class="hint">high school</div>,こうこう,high school,<ruby>高校<rt>こうこう</rt></ruby>で <ruby>何<rt>なに</rt></ruby>を <ruby>勉強<rt>べんきょう</rt></ruby>している？,What are you studying in high school?
高校生<div class="hint">high school student</div>,こうこうせい,high school student,ジョンの <ruby>妹<rt>いもうと</rt></ruby>は <ruby>高校生<rt>こうこうせい</rt></ruby>です。,John’s little sister is a high school student.
高等学校<div class="hint">high school</div>,こうとうがっこう,high school,<ruby>高等<rt>こうとう</rt></ruby> <ruby>学校<rt>がっこう</rt></ruby>で <ruby>何<rt>なに</rt></ruby>を <ruby>勉強<rt>べんきょう</rt></ruby>している？,What are you studying in high school?
髪<div class="hint">hair (on the head)</div>,かみ,hair (on the head),<ruby>髪<rt>かみ</rt></ruby>が <ruby>長<rt>なが</rt></ruby>いから <ruby>今週<rt>こんしゅう</rt></ruby> <ruby>木曜日<rt>もくようび</rt></ruby>に <ruby>美容<rt>びよう</rt></ruby> <ruby>室<rt>しつ</rt></ruby>に <ruby>行<rt>い</rt></ruby>く <ruby>予定<rt>よてい</rt></ruby>です。,I am planning on going to the beauty salon this Thursday because my hair is long.
鳴る<div class="hint">to sound; to ring</div>,なる,to sound; to ring,<ruby>毎朝<rt>まいあさ</rt></ruby>アラームが6 <ruby>時<rt>じ</rt></ruby>になるようにしています。,I am setting my alarm to ring at 6:00 every morning.
